City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Lazaro Cardenas,MX,17.9583,-102.2,77.41,76,56,1.34,broken clouds
347,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,72.77,38,13,4.34,few clouds
348,Mbandaka,CD,0.0487,18.2603,70.47,97,100,5.88,moderate rain
349,Huilong,CN,31.8111,121.655,34.99,37,6,18.34,clear sky
350,Bandarbeyla,SO,9.4942,50.8122,80.04,59,68,14.83,broken clouds
351,Shaoguan,CN,24.8,113.5833,49.82,63,96,7.14,overcast clouds
352,Tala,EG,30.6803,30.9429,56.34,57,3,3.98,clear sky
353,Arlit,NE,18.7369,7.3853,66.67,19,100,2.73,overcast clouds
354,Mehamn,NO,71.0357,27.8492,28.0,74,100,18.23,overcast clouds
355,Taszar,HU,46.3747,17.9059,32.68,93,100,9.78,light snow
356,Virginia Beach,US,36.8529,-75.978,66.25,68,75,14.97,broken clouds
357,Khash,IR,28.2211,61.2158,59.76,42,98,2.26,overcast clouds
358,Mutoko,ZW,-17.397,32.2268,73.15,64,100,9.46,overcast clouds
359,Shimoda,JP,34.6667,138.95,44.96,44,30,27.56,scattered clouds
360,Dhidhdhoo,MV,6.8833,73.1,81.32,71,5,8.63,clear sky
361,Gat,IL,31.61,34.7642,56.39,100,0,2.06,clear sky
362,Bugko,PH,12.5356,124.7923,79.79,86,57,12.19,broken clouds
363,Kisangani,CD,0.5167,25.2,74.98,92,100,1.54,light rain
364,Otane,NZ,-39.8833,176.6333,71.01,71,12,3.67,few clouds
365,Iqaluit,CA,63.7506,-68.5145,-2.31,70,1,8.01,clear sky
366,Mount Isa,AU,-20.7333,139.5,98.37,16,100,9.22,overcast clouds
367,Cam Ranh,VN,11.9214,109.1591,82.36,69,20,14.97,few clouds
368,Srikakulam,IN,18.3,83.9,79.07,65,45,6.13,scattered clouds
369,Alexandria,EG,31.2156,29.9553,57.07,69,3,3.67,clear sky
370,Emerald,AU,-23.5333,148.1667,84.97,31,40,17.27,thunderstorm
371,Acara,BR,-1.9608,-48.1967,73.35,97,100,1.54,overcast clouds
372,Pak Phanang,TH,8.3511,100.202,89.62,69,31,11.07,scattered clouds
373,Asau,RO,46.4333,26.4,28.76,100,100,2.86,snow
374,Daoukro,CI,7.0591,-3.9631,71.47,96,23,1.54,few clouds
375,Sambava,MG,-14.2667,50.1667,86.97,59,96,6.6,overcast clouds
376,Colomi,BO,-17.35,-65.8667,46.47,92,100,2.55,overcast clouds
377,Didsbury,GB,53.417,-2.2315,40.01,94,90,4.0,light rain
378,Karratha,AU,-20.7377,116.8463,94.1,47,42,22.97,light rain
379,Khilok,RU,51.3674,110.4676,9.41,67,0,3.09,clear sky
380,Saldanha,ZA,-33.0117,17.9442,64.45,74,0,12.21,clear sky
381,Christchurch,NZ,-43.5333,172.6333,80.8,52,0,1.99,clear sky
382,Cherskiy,RU,68.75,161.3,-23.24,98,100,5.84,overcast clouds
383,Smithers,CA,54.7804,-127.1743,-25.28,75,1,0.0,haze
384,Turukhansk,RU,65.8167,87.9833,-12.93,100,99,7.11,overcast clouds
385,Martapura,ID,-3.4167,114.85,89.69,62,40,10.36,thunderstorm
386,Leh,IN,34.1667,77.5833,13.39,68,100,1.68,overcast clouds
387,Phan Thiet,VN,10.9333,108.1,84.24,64,8,10.27,clear sky
388,Aras,ES,42.5617,-2.356,39.72,100,100,1.14,mist
389,Dingle,PH,10.9995,122.6711,81.5,79,88,12.91,overcast clouds
390,Pimentel,PE,-6.8367,-79.9342,66.29,90,78,10.33,broken clouds
391,Broome,US,42.2506,-75.833,42.22,85,90,5.99,overcast clouds
392,Yanam,IN,16.7333,82.2167,82.8,50,0,4.76,clear sky
393,Havre-Saint-Pierre,CA,50.2334,-63.5986,34.16,75,90,6.91,overcast clouds
394,Mangrol,IN,21.1167,70.1167,78.24,51,97,7.78,overcast clouds
395,Lorengau,PG,-2.0226,147.2712,83.46,77,100,9.13,heavy intensity rain
396,Freeport,US,40.6576,-73.5832,54.18,75,90,5.01,overcast clouds
397,Morant Bay,JM,17.8815,-76.4093,78.42,85,48,8.19,scattered clouds
398,Shirokiy,RU,49.758,129.523,-17.36,97,100,3.15,overcast clouds
399,Bigaan,PH,8.3172,126.2811,78.91,89,100,4.9,overcast clouds
400,Izmit,TR,40.7669,29.9169,52.16,61,75,4.61,broken clouds
401,Kadnikov,RU,59.5022,40.338,7.34,95,100,6.93,light snow
402,Pombas,CV,17.1503,-25.0201,67.78,67,0,10.16,clear sky
403,Xining,CN,36.6167,101.7667,17.1,49,5,1.95,clear sky
404,Acarau,BR,-2.8856,-40.12,78.8,83,100,6.11,overcast clouds
405,Yumen,CN,40.2833,97.2,15.28,53,5,18.75,clear sky
406,La Ciotat,FR,43.1748,5.6045,52.81,85,100,8.72,overcast clouds
407,Alvdal,NO,62.1077,10.6307,22.84,96,100,3.87,light snow
408,Kidal,ML,18.4411,1.4078,62.19,20,0,8.46,clear sky
409,Mareeba,AU,-17.0,145.4333,81.32,83,100,5.01,overcast clouds
410,Luganville,VU,-15.5333,167.1667,81.73,82,81,2.64,broken clouds
411,Madison,US,34.7334,-86.5667,64.44,95,40,14.0,scattered clouds
412,Jaguey Grande,CU,22.5269,-81.1286,68.65,96,2,4.99,clear sky
413,Charters Towers,AU,-20.1,146.2667,84.22,52,100,16.4,light rain
414,Walvis Bay,NA,-22.9575,14.5053,62.1,88,0,5.75,clear sky
415,Katobu,ID,-4.9408,122.5276,84.36,70,100,8.48,overcast clouds
416,Kosh-Agach,RU,50.0,88.6667,-0.65,65,89,0.65,overcast clouds
417,Melendugno,IT,40.2747,18.3368,57.85,92,40,6.91,scattered clouds
418,Broken Hill,AU,-31.95,141.4333,83.91,14,3,21.85,clear sky
419,Mollendo,PE,-17.0231,-72.0147,68.88,94,100,4.36,overcast clouds
420,Grafton,US,42.207,-71.6856,34.72,86,100,3.71,snow
421,Creel,MX,27.75,-107.6333,42.3,60,100,1.07,overcast clouds
422,Diamantino,BR,-14.4086,-56.4461,71.22,94,7,1.54,clear sky
423,Changji,CN,44.0167,87.3167,14.79,85,40,2.24,mist
424,Tongliao,CN,43.6125,122.2653,5.58,84,0,3.69,clear sky
425,Rio Grande,BR,-32.035,-52.0986,69.87,86,100,4.92,moderate rain
426,Svetlaya,RU,46.5389,138.3297,3.25,63,9,10.09,clear sky
427,Hamilton,US,39.1834,-84.5333,52.63,91,75,1.99,broken clouds
428,Evensk,RU,61.95,159.2333,-18.99,76,4,12.48,clear sky
429,Vila Velha,BR,-20.3297,-40.2925,66.94,89,0,1.01,clear sky
430,Sokolo,ML,14.7328,-6.1219,69.94,15,96,8.72,overcast clouds
431,Acatlan,MX,20.15,-98.45,51.13,29,0,2.75,clear sky
432,Valparaiso,CL,-33.0393,-71.6273,64.47,75,90,2.3,overcast clouds
433,Flinders,AU,-34.5833,150.8552,70.21,89,100,3.0,moderate rain
434,Atambua,ID,-9.1061,124.8925,74.32,93,100,4.63,moderate rain
435,Yenagoa,NG,4.9247,6.2642,79.27,79,46,2.84,scattered clouds
436,General Roca,AR,-39.0333,-67.5833,64.8,19,0,3.62,clear sky
437,Benguela,AO,-12.5763,13.4055,78.03,62,100,3.76,overcast clouds
438,Nampula,MZ,-15.1165,39.2666,80.55,69,40,5.75,scattered clouds
439,Tual,ID,-5.6667,132.75,84.36,77,100,19.57,overcast clouds
440,Muravlenko,RU,63.7898,74.523,-9.54,96,38,12.33,scattered clouds
441,Kamenka,RU,51.3223,42.7678,14.76,98,61,3.94,broken clouds
442,Pisco,PE,-13.7,-76.2167,68.05,88,90,11.5,overcast clouds
443,Gympie,AU,-26.1898,152.665,75.31,77,100,5.41,moderate rain
444,Kimbe,PG,-5.5502,150.1429,81.79,85,54,1.92,moderate rain
445,Tutoia,BR,-2.7619,-42.2744,74.57,90,99,3.38,overcast clouds
446,Nishihara,JP,26.1842,127.7558,58.66,67,75,23.02,broken clouds
447,Abu Dhabi,AE,24.4667,54.3667,77.11,63,20,11.5,few clouds
448,Tondon,GN,10.3667,-13.35,69.15,61,56,3.04,broken clouds
449,Alice Springs,AU,-23.7,133.8833,99.95,14,1,12.66,clear sky
450,Cayenne,GF,4.9333,-52.3333,75.24,92,68,3.44,broken clouds
451,San Juan,AR,-31.5375,-68.5364,83.79,23,100,1.41,overcast clouds
452,Fayaoue,NC,-20.65,166.5333,81.52,76,100,8.05,overcast clouds
453,La Rioja,ES,42.25,-2.5,33.58,83,59,4.65,broken clouds
454,Paamiut,GL,61.994,-49.6678,29.1,70,100,8.9,overcast clouds
455,Isabela,PH,6.7085,121.9711,86.05,75,93,2.46,overcast clouds
456,Baruun-Urt,MN,46.6806,113.2792,8.11,70,0,11.86,clear sky
457,Glenwood Springs,US,39.5505,-107.3248,31.23,88,1,10.36,clear sky
458,Doka,SD,13.5167,35.7667,79.74,46,5,6.49,clear sky
459,Bonavista,CA,48.6499,-53.1147,29.12,75,79,19.62,broken clouds
460,Kununurra,AU,-15.7667,128.7333,91.38,52,40,14.97,scattered clouds
461,Sausar,IN,21.65,78.7833,76.35,33,0,3.98,clear sky
462,Ardesen,TR,41.1911,40.9875,46.36,71,3,6.51,clear sky
463,Calama,CL,-22.4667,-68.9333,54.37,42,89,1.95,overcast clouds
464,Deputatskiy,RU,69.3,139.9,-27.58,95,100,6.55,overcast clouds
465,Yei,SS,4.095,30.6779,78.12,53,93,7.36,light rain
466,Huarmey,PE,-10.0681,-78.1522,67.33,91,57,5.86,broken clouds
467,La Puebla Del Rio,ES,37.2679,-6.0626,56.95,88,97,5.73,overcast clouds
468,Myitkyina,MM,25.3833,97.4,76.19,37,9,0.51,clear sky
469,Hammerfest,NO,70.6634,23.6821,27.05,86,40,11.5,light snow
470,Smolenskaya,RU,44.7887,38.8018,49.64,77,100,21.25,overcast clouds
471,Lipari,IT,38.4674,14.954,59.99,74,17,6.93,few clouds
472,La Primavera,CO,5.4906,-70.4092,77.54,66,100,5.23,overcast clouds
473,Egvekinot,RU,66.3167,-179.1667,-9.85,88,100,11.92,overcast clouds
474,Concepcion Del Oro,MX,24.6333,-101.4167,58.24,29,0,3.91,clear sky
475,Grenada,ES,37.1882,-3.6067,54.55,96,75,11.5,broken clouds
476,Burnie,AU,-41.0667,145.9167,69.93,38,36,15.48,scattered clouds
477,Hashtrud,IR,37.4779,47.0508,19.02,75,4,2.46,clear sky
478,Lebu,CL,-37.6167,-73.65,56.12,92,4,18.01,clear sky
479,Saint-Pierre,RE,-21.3393,55.4781,85.19,77,90,5.75,light rain
480,Parauna,BR,-16.9478,-50.4486,64.56,79,0,3.44,clear sky
481,Berlevag,NO,70.8578,29.0864,28.24,75,100,20.58,light snow
482,Nenjiang,CN,49.1833,125.2167,-7.78,92,63,3.6,broken clouds
483,Puerto Baquerizo Moreno,EC,-0.9,-89.6,69.91,90,70,8.03,broken clouds
484,Kandrian,PG,-6.2167,149.55,81.59,83,100,3.11,moderate rain
485,Cururupu,BR,-1.8283,-44.8683,74.62,96,100,2.04,light rain
486,Amapa,BR,1.0,-52.0,70.25,100,100,0.89,overcast clouds
487,Shikhany,RU,52.1167,47.2167,15.67,93,100,3.53,overcast clouds
488,Najran,SA,17.4924,44.1277,66.85,23,0,1.79,clear sky
489,Ossora,RU,59.2353,163.0719,-11.42,90,22,5.39,few clouds
490,Tocache,PE,-8.1842,-76.5125,70.07,97,94,0.34,overcast clouds
491,Wunsiedel,DE,50.0333,12.0167,27.28,93,100,4.0,overcast clouds
492,Aasiaat,GL,68.7098,-52.8699,11.25,83,32,10.11,scattered clouds
493,Iquitos,PE,-3.7481,-73.2472,78.84,89,20,3.44,few clouds
494,Port Hardy,CA,50.6996,-127.4199,24.8,86,90,6.91,light snow
495,Douglas,US,41.3,-96.167,37.47,82,1,0.0,clear sky
496,Luba,GQ,3.4568,8.5547,76.89,81,92,3.58,overcast clouds
497,Pangnirtung,CA,66.1451,-65.7125,8.85,67,12,7.52,few clouds
498,Edd,ER,13.9297,41.6925,84.33,39,0,11.45,clear sky
499,Lucea,JM,18.451,-78.1736,76.86,80,31,11.68,scattered clouds
500,Pinega,RU,64.7001,43.3936,7.39,96,100,4.34,overcast clouds
501,Sarh,TD,9.1429,18.3923,66.11,72,0,0.0,clear sky
502,Qasigiannguit,GL,68.8193,-51.1922,30.45,76,53,5.06,broken clouds
503,Itaquyry,PY,-24.9333,-55.2167,75.42,44,95,0.29,overcast clouds
504,Vysokogornyy,RU,50.1167,139.15,-21.39,97,99,6.42,overcast clouds
505,Kota,IN,25.1833,75.8333,76.42,39,12,5.97,few clouds
506,Dongying,CN,37.4564,118.4856,24.75,32,0,11.95,clear sky
507,Vanimo,PG,-2.6741,141.3028,82.56,82,100,7.56,overcast clouds
508,Fort-Shevchenko,KZ,44.5086,50.263,40.28,78,99,28.5,overcast clouds
509,Mokhsogollokh,RU,61.4681,128.9203,-43.67,99,95,1.61,overcast clouds
510,Chany,RU,55.3121,76.7647,9.64,91,100,8.57,overcast clouds
511,Jacareacanga,BR,-6.2222,-57.7528,72.63,99,100,1.57,overcast clouds
512,Hobyo,SO,5.3505,48.5268,82.02,67,94,17.45,overcast clouds
513,Letpadan,MM,17.7833,95.75,82.87,41,4,5.32,clear sky
514,Superior,US,46.7208,-92.1041,17.49,77,90,5.75,light snow
515,Tornio,FI,65.8481,24.1466,-0.38,93,36,9.28,scattered clouds
516,Kurumkan,RU,54.3,110.3,-0.85,97,66,1.21,broken clouds
517,Nador,MA,35.174,-2.9287,62.85,82,75,8.05,broken clouds
518,Ussel,FR,45.55,2.3167,34.74,99,100,4.0,light snow
519,Cobija,BO,-11.0267,-68.7692,74.25,90,100,2.44,overcast clouds
520,Mandalgovi,MN,45.7625,106.2708,15.1,23,0,15.99,clear sky
521,Ballina,AU,-28.8667,153.5667,84.38,78,40,10.36,scattered clouds
522,Aswan,EG,24.0934,32.907,59.5,37,7,9.89,clear sky
523,Dukat,RU,62.55,155.55,-36.98,99,100,4.7,overcast clouds
524,Thai Binh,VN,20.45,106.3333,66.2,80,100,16.4,overcast clouds
525,Gayny,RU,60.3071,54.3241,17.89,92,100,10.78,overcast clouds
526,Kidodi,TZ,-7.6036,37.0044,86.36,54,9,3.31,clear sky
527,Sakaiminato,JP,35.55,133.2333,33.78,75,75,14.97,light shower snow
528,Magelang,ID,-7.4706,110.2178,83.75,74,48,7.49,scattered clouds
529,Okhotsk,RU,59.3833,143.3,-16.71,80,50,12.55,scattered clouds
530,Dusti,TJ,37.3481,68.664,43.52,60,100,9.51,overcast clouds
531,Antofagasta,CL,-23.65,-70.4,66.22,82,43,2.26,scattered clouds
532,Kikwit,CD,-5.041,18.8162,77.86,78,47,1.99,scattered clouds
533,Kabwe,ZM,-14.4469,28.4464,73.13,74,100,7.94,overcast clouds
534,San Quintin,MX,30.4833,-115.95,57.18,75,96,5.79,overcast clouds
535,Viedma,AR,-40.8135,-62.9967,64.76,56,0,4.83,clear sky
536,Uthal,PK,25.8072,66.6219,77.0,61,100,3.94,overcast clouds
537,Bud,US,39.447,-86.1758,48.74,92,100,5.12,overcast clouds
538,Kamaishi,JP,39.2667,141.8833,23.95,56,17,4.81,few clouds
539,Solnechnyy,RU,50.7214,136.6319,-17.36,99,80,2.06,broken clouds
540,Vilhena,BR,-12.7406,-60.1458,70.74,98,100,2.46,overcast clouds
541,Makakilo City,US,21.3469,-158.0858,71.92,70,1,4.61,clear sky
542,Nabire,ID,-3.3667,135.4833,86.67,69,100,6.51,light rain
543,La Fleche,FR,47.6982,-0.0755,52.0,98,99,7.0,overcast clouds
544,Launceston,AU,-41.45,147.1667,73.15,30,40,8.99,scattered clouds
545,Bodaybo,RU,57.8506,114.1933,-4.7,99,100,1.9,overcast clouds
546,Vernon,CA,50.2581,-119.2691,11.14,78,100,6.91,snow
547,Bonfim,BR,3.0833,-59.95,76.37,77,8,7.0,clear sky
548,Alencon,FR,48.4333,0.0833,48.99,97,100,5.82,overcast clouds
549,Lac Du Bonnet,CA,50.2536,-96.0612,-5.57,97,93,0.63,overcast clouds
550,Kitimat,CA,54.0524,-128.6534,-0.02,90,7,6.46,clear sky
551,Vestmannaeyjar,IS,63.4427,-20.2734,38.95,81,100,16.44,overcast clouds
552,Prince Rupert,CA,54.3161,-130.3201,15.49,62,1,3.44,clear sky
553,San Diego,US,32.7153,-117.1573,55.2,88,75,8.05,broken clouds
554,Belaya Gora,RU,68.5333,146.4167,-32.46,98,99,7.0,overcast clouds
555,Futog,RS,45.2419,19.707,48.42,92,100,7.31,overcast clouds
556,Vila Franca Do Campo,PT,37.7167,-25.4333,66.61,87,99,27.6,overcast clouds
557,Laguna,US,38.421,-121.4238,46.26,87,1,3.0,clear sky
558,Jizan,SA,17.3333,42.6667,81.54,63,39,4.27,scattered clouds
559,Moroto,UG,2.5345,34.6666,77.11,46,24,12.71,few clouds
560,Constantine,DZ,36.365,6.6147,49.41,76,0,3.44,clear sky
561,Breaza,RO,45.1833,25.6667,42.3,97,100,2.01,light snow
562,Ust-Tsilma,RU,65.441,52.1498,8.37,90,100,9.13,overcast clouds
563,Susanino,RU,58.1461,41.5872,9.32,93,100,11.83,light snow
564,Spring Hill,US,28.4769,-82.5255,66.81,90,0,6.06,clear sky
565,Yangjiang,CN,21.85,111.9667,55.87,77,100,12.68,light rain
566,Port Macquarie,AU,-31.4333,152.9167,79.9,70,34,9.57,scattered clouds
567,Maarianhamina,AX,60.0973,19.9348,15.66,92,75,2.3,light shower snow
568,Comodoro Rivadavia,AR,-45.8667,-67.5,51.66,76,0,5.75,clear sky
569,Te Anau,NZ,-45.4167,167.7167,56.86,96,96,4.72,light rain
570,Numazu,JP,35.1,138.8667,44.89,43,92,7.83,overcast clouds
571,Iracoubo,GF,5.4802,-53.2011,75.33,90,48,5.39,scattered clouds
572,Altay,CN,47.8667,88.1167,19.74,67,45,2.93,scattered clouds
573,Yulara,AU,-25.2406,130.9889,100.24,12,0,8.05,clear sky
574,Mana,GF,5.6592,-53.7767,75.29,89,84,5.61,broken clouds
575,Obidos,BR,-1.9175,-55.5181,74.26,93,100,1.07,overcast clouds
576,Seydi,TM,39.4816,62.9137,33.49,62,99,10.13,overcast clouds
577,Doha,QA,25.2867,51.5333,70.11,49,0,14.97,clear sky
578,Nagorsk,RU,59.3172,50.8078,11.21,90,100,10.94,overcast clouds
579,Kasama,ZM,-10.2129,31.1808,77.31,38,100,8.32,overcast clouds
580,Norsup,VU,-16.0667,167.3833,82.92,76,46,2.64,scattered clouds
581,Ardakan,IR,32.31,54.0175,48.58,33,0,2.48,clear sky
582,Kapoeta,SS,4.7717,33.5903,84.87,45,69,18.79,broken clouds
583,Kemi,FI,65.8596,24.8228,-0.63,85,0,6.91,clear sky
584,Innisfail,AU,-17.5333,146.0333,80.37,76,100,2.06,overcast clouds
585,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,30.79,51,75,11.18,light shower snow
586,Clyde River,CA,70.4692,-68.5914,-0.17,78,97,16.11,overcast clouds
587,Penzance,GB,50.1186,-5.5371,52.48,89,84,11.61,broken clouds
588,Sosva,RU,59.1766,61.8558,10.83,75,100,13.47,overcast clouds
589,Henties Bay,NA,-22.116,14.2845,61.86,77,12,2.57,few clouds
590,Alofi,NU,-19.0595,-169.9187,80.49,74,12,3.44,few clouds
591,Kelo,TD,9.3086,15.8066,75.45,22,98,7.83,overcast clouds
592,Mayo,US,38.8876,-76.5119,59.86,89,90,5.01,overcast clouds
593,Honningsvag,NO,70.9821,25.9704,30.52,71,100,19.17,light snow
594,Obo,CF,5.3998,26.4869,84.49,22,100,7.74,overcast clouds
595,Bolu,TR,40.6667,31.5833,36.37,85,100,5.14,overcast clouds
596,Quatre Cocos,MU,-20.2078,57.7625,89.71,63,37,9.26,scattered clouds
597,Tiznit,MA,29.5833,-9.5,56.3,91,100,3.78,overcast clouds
598,Sistranda,NO,63.7256,8.834,33.91,99,100,2.3,light snow
599,Krasnoye,UA,49.9145,24.6134,6.15,89,100,2.48,overcast clouds
600,Auburn,US,47.3073,-122.2284,35.08,93,40,1.01,scattered clouds
601,Ibra,OM,22.6906,58.5334,77.38,36,100,4.12,overcast clouds
602,Goderich,CA,43.7501,-81.7165,36.91,75,100,10.36,overcast clouds
603,Forbes,AU,-33.3833,148.0167,73.92,32,100,10.13,overcast clouds
604,San Vicente,AR,-26.6167,-54.1333,64.56,51,5,2.55,clear sky
605,Pavilosta,LV,56.8879,21.1859,30.11,74,97,17.38,light snow
606,Severnyy,RU,50.677,36.5532,12.24,85,0,6.71,clear sky
607,Ulaanbaatar,MN,47.9077,106.8832,1.53,60,2,2.24,clear sky
608,Ixtlahuacan Del Rio,MX,20.8667,-103.25,60.06,38,6,0.36,clear sky
609,Hubli,IN,15.35,75.1667,82.44,39,0,4.61,clear sky
610,Nikolayevka,RU,53.1257,47.2041,9.36,95,39,5.44,scattered clouds
611,San-Pedro,CI,4.7485,-6.6363,78.64,87,11,3.42,few clouds
612,Belyy Gorodok,RU,56.965,37.5125,15.98,89,100,13.87,overcast clouds
613,Kjopsvik,NO,68.097,16.3742,4.87,76,10,8.46,clear sky
614,Alta Floresta,BR,-9.8756,-56.0861,70.52,99,100,2.15,light rain
615,Pacifica,US,37.6138,-122.4869,46.65,85,75,5.01,broken clouds
616,Hwange,ZW,-18.3693,26.5019,73.99,81,99,5.08,light rain
617,Talnakh,RU,69.4865,88.3972,-0.8,96,100,8.79,overcast clouds
618,Takaka,NZ,-40.85,172.8,65.55,69,1,10.47,clear sky
619,Marystown,CA,47.1666,-55.1483,27.86,100,10,14.34,clear sky
620,Macau,MO,22.2006,113.5461,60.08,77,40,21.85,light rain
621,Rocha,UY,-34.4833,-54.3333,58.03,94,0,5.68,clear sky
622,Maryborough,AU,-25.5333,152.7,78.12,85,100,5.61,heavy intensity rain
623,Dunedin,NZ,-45.8742,170.5036,67.8,61,50,3.0,scattered clouds
624,Reconquista,AR,-29.15,-59.65,71.69,38,59,8.81,broken clouds
625,Ouadda,CF,8.0777,22.4007,81.27,18,93,8.97,overcast clouds
626,Cascais,PT,38.6979,-9.4215,60.15,80,100,13.0,overcast clouds
627,Richmond,US,37.5538,-77.4603,64.06,72,40,4.0,scattered clouds
628,Praia Da Vitoria,PT,38.7333,-27.0667,64.65,88,75,30.96,broken clouds
629,Ambon,ID,-3.6954,128.1814,84.43,73,100,17.65,light rain
630,Adana,TR,36.985,35.2881,48.22,57,75,1.14,broken clouds
631,Kangavar,IR,34.5043,47.9653,35.08,51,0,1.19,clear sky
632,Saalfeld,DE,50.65,11.3667,31.28,87,49,2.37,scattered clouds
633,Guiratinga,BR,-16.3494,-53.7583,69.22,83,0,3.67,clear sky
634,Riyadh,SA,24.6877,46.7219,50.14,42,99,12.75,overcast clouds
635,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.0,99,42,0.98,scattered clouds
636,Markova,UA,48.6758,24.4138,18.99,96,100,1.88,overcast clouds
637,Camacha,PT,33.0833,-16.3333,63.82,88,75,10.36,broken clouds
638,Kirkwall,GB,58.9848,-2.9587,41.34,56,75,18.41,broken clouds
639,Beira,MZ,-19.8436,34.8389,84.29,84,75,3.44,light rain
640,Shubarkuduk,KZ,49.1447,56.4872,12.6,80,89,15.75,overcast clouds
641,Komsomolskiy,UZ,40.4272,71.7189,41.72,75,100,6.91,mist
642,The Valley,AI,18.217,-63.0578,78.1,67,5,13.76,clear sky
643,Dhilwan,IN,31.5169,75.35,55.4,38,95,1.9,overcast clouds
644,Maridi,SS,4.9158,29.4742,85.98,23,52,8.72,broken clouds
645,Muros,ES,42.7762,-9.0603,56.23,94,100,10.54,overcast clouds
646,Shieli,KZ,44.1667,66.75,28.69,78,78,14.12,light snow
647,Cape Canaveral,US,28.4058,-80.6048,64.98,85,1,6.91,clear sky
648,Hokitika,NZ,-42.7167,170.9667,59.36,89,100,5.66,overcast clouds
649,Oranjemund,NA,-28.55,16.4333,68.04,60,0,8.19,clear sky
650,Bayir,TR,37.2687,28.2167,46.92,95,90,4.07,overcast clouds
651,Hamina,FI,60.5697,27.1979,-1.12,84,99,12.59,overcast clouds
652,Yushala,RU,57.0761,64.2601,-7.85,80,99,12.68,overcast clouds
653,Manger,NO,60.6414,5.0414,30.74,75,100,5.86,overcast clouds
654,Mocuba,MZ,-16.8392,36.9856,86.52,59,100,4.14,overcast clouds
655,Sulecin,PL,52.4443,15.1168,17.73,87,11,2.48,few clouds
656,Viljoenskroon,ZA,-27.2084,26.9485,69.33,52,58,15.64,broken clouds
657,Adre,TD,13.4667,22.2,68.77,19,25,13.73,scattered clouds
658,Shache,CN,38.4167,77.2406,31.17,41,100,5.35,overcast clouds
659,Northam,GB,51.0333,-4.2167,52.02,97,100,7.2,overcast clouds
660,Mering,DE,48.2656,10.9846,41.77,96,90,1.01,overcast clouds
661,Assiniboia,CA,49.6334,-105.9845,-7.69,70,100,5.75,overcast clouds
662,Lovington,US,32.944,-103.3485,58.03,40,55,4.0,broken clouds
663,Qaqortoq,GL,60.7167,-46.0333,41.5,50,100,18.79,overcast clouds
664,Umea,SE,63.8284,20.2597,16.92,85,0,3.44,clear sky
665,Baykalsk,RU,51.5058,104.1469,24.51,72,12,3.49,few clouds
666,Hami,CN,42.8,93.45,27.01,19,8,8.14,clear sky
667,Orvieto,IT,42.7195,12.1116,54.25,86,100,1.01,overcast clouds
668,Hofn,IS,64.2539,-15.2082,31.53,82,100,16.51,overcast clouds
669,Peabiru,BR,-23.9128,-52.3431,68.43,53,19,3.44,few clouds
670,Blythe,US,33.6103,-114.5964,55.04,60,100,13.96,overcast clouds
671,Byron Bay,AU,-28.65,153.6167,84.31,69,100,4.41,overcast clouds
672,Esperance,AU,-33.8667,121.9,84.04,59,0,25.26,clear sky
673,Kattivakkam,IN,13.2167,80.3167,86.09,69,5,7.45,clear sky
674,Hay River,CA,60.8156,-115.7999,-13.02,77,90,19.57,light snow
675,Valence,ES,39.4697,-0.3774,61.18,82,0,4.0,clear sky
676,Abu Zabad,SD,12.35,29.25,70.16,19,6,16.49,clear sky
677,Eyl,SO,7.9803,49.8164,82.26,59,95,18.32,overcast clouds
678,Yar-Sale,RU,66.8333,70.8333,-7.78,95,28,11.88,scattered clouds
679,Santa Rosa,PH,14.3122,121.1114,84.11,77,91,16.98,overcast clouds
680,Nagtipunan,PH,16.2167,121.6,72.28,96,98,3.74,overcast clouds
681,Sinnamary,GF,5.3833,-52.95,75.81,90,57,5.3,broken clouds
682,Zabid,YE,14.1951,43.3152,82.4,53,0,4.45,clear sky
683,Oktyabrskiy,RU,54.4815,53.471,21.74,93,100,20.78,snow
684,Eldorado,BR,-23.7869,-54.2836,67.08,50,5,2.82,clear sky
685,Suntar,RU,62.1444,117.6319,-30.1,100,98,2.48,overcast clouds
686,Pitanga,BR,-24.7572,-51.7614,61.81,67,11,1.14,few clouds
687,Toora-Khem,RU,52.4675,96.11,3.02,75,56,0.81,broken clouds
688,Berdigestyakh,RU,62.0989,126.6992,-42.75,100,99,2.44,overcast clouds
689,Tromso,NO,69.6496,18.957,16.38,85,20,2.3,few clouds
690,Vawkavysk,BY,53.1561,24.4513,20.89,88,38,15.64,scattered clouds
691,Pafos,CY,34.7667,32.4167,56.23,71,75,5.75,broken clouds
692,Bambanglipuro,ID,-7.95,110.2833,84.88,69,76,9.4,broken clouds
693,Baraboo,US,43.4711,-89.7443,29.5,76,75,0.0,broken clouds
694,Menongue,AO,-14.6585,17.691,75.04,59,91,8.79,overcast clouds
695,Xunchang,CN,28.4543,104.715,39.2,96,100,3.04,overcast clouds
